"";"KID";"API_NUMBER";"LATITUDE";"LONGITUDE";"well_type"
"5337";1006167062;"15-195-21048";39,0300987;-99,6448781;"swd"
"5338";1006167164;"15-195-21105";39,0108106;-99,6248883;"swd"
"5339";1006167246;"15-195-21148";38,7300351;-99,8182399;"swd"
"5340";1006167258;"15-195-21154";39,0073906;-99,6849325;"swd"
"5341";1006167288;"15-195-21171";38,936863;-99,6281778;"swd"
"5342";1006167342;"15-195-21199";39,0445403;-99,7133836;"swd"
"5343";1006167462;"15-195-21265";39,0590587;-99,7688151;"swd"
"5345";1006167592;"15-195-21337";38,8318221;-99,7337321;"swd"
"5346";1006167698;"15-195-21395";38,9730379;-99,6438945;"swd"
"5348";1006167736;"15-195-21414";38,7274564;-99,8971356;"swd"
"5349";1006167828;"15-195-21464";38,8852916;-99,5953448;"swd"
"5350";1006167834;"15-195-21467";39,0385837;-100,0588628;"swd"
"5351";1006167888;"15-195-21499";38,7427043;-99,9063362;"swd"
"5352";1006167974;"15-195-21545";38,9152947;-99,6842868;"swd"
"5353";1006168306;"15-195-21713";39,0674741;-99,6593968;"swd"
"5354";1006168410;"15-195-21768";39,1184;-99,7478921;"swd"
"5355";1006168434;"15-195-21785";38,8590052;-99,7539535;"swd"
"5356";1006168530;"15-195-21839";38,9304619;-99,6224506;"swd"
"5357";1006168584;"15-195-21870";38,6973174;-99,6244496;"swd"
"5358";1006168634;"15-195-21896";38,7198657;-100,0964079;"swd"
"5359";1006168678;"15-195-21921";38,8695449;-99,639921;"swd"
"5360";1006168734;"15-195-21950";38,7007951;-100,10303;"swd"
"5361";1006168864;"15-195-22019";39,0525191;-99,5962863;"swd"
"5362";1006168980;"15-195-22081";39,0752789;-99,7141654;"swd"
"5363";1006168988;"15-195-22085";38,8698383;-99,6716351;"swd"
"5364";1006169086;"15-195-22139";38,912351;-99,7289841;"swd"
"5365";1006169208;"15-195-30004";39,0019324;-99,6528016;"swd"
"5367";1006169274;"15-195-30092";38,7310921;-99,7155026;"swd"
"5368";1006169328;"15-195-30122";39,0861638;-99,8260728;"swd"
"5369";1006169336;"15-195-30126";38,9852364;-99,7732049;"swd"
"5370";1006169372;"15-195-30145";38,8023899;-99,6389377;"swd"
"5371";1006169392;"15-195-30156";38,7489933;-99,5992222;"swd"
"5372";1006169400;"15-195-30160";38,9643396;-99,6975336;"swd"
"5373";1006169832;"15-199-20218";38,7132884;-101,9043463;"swd"
"5374";1006170018;"15-203-20051";38,2645565;-101,1856697;"swd"
"5375";1006170131;"15-203-20112";38,4502212;-101,4963141;"swd"
"5376";1006173039;"15-065-20446";39,3895379;-99,7130637;"swd"
"5378";1006173225;"15-075-20270";38,11517;-101,91087;"swd"
"5379";1006173227;"15-075-20275";37,9267534;-101,7958464;"swd"
"5381";1006343747;"15-003-23632";38,0728944;-95,3537776;"swd"
"5382";1006343748;"15-003-23633";38,0791678;-95,3440791;"swd"
"5383";1006343826;"15-019-22072";37,1483933;-96,0423463;"swd"
"5384";1006343827;"15-019-22072-0001";37,1502051;-96,0423444;"swd"
"5385";1006343902;"15-049-22371";37,5401233;-96,4849914;"swd"
"5386";1006343925;"15-055-21041-0001";38,0768438;-100,7095436;"swd"
"5388";1006343976;"15-075-20703";38,0958961;-101,760808;"swd"
"5389";1006343985;"15-081-00058-0001";37,5201553;-101,0553213;"swd"
"5390";1006343987;"15-081-20210-0001";37,480545;-101,0474905;"swd"
"5391";1006343992;"15-081-20571-0001";37,4714802;-100,8663991;"swd"
"5392";1006343994;"15-081-20761-0001";37,6947652;-101,0189114;"swd"
"5393";1006344097;"15-121-27401";38,6502532;-95,0588983;"swd"
"5394";1006344111;"15-125-29952";37,1752175;-95,5985985;"swd"
"5395";1006344112;"15-125-29954";37,259271;-95,6214294;"swd"
"5397";1006344164;"15-137-20404";39,6252335;-99,7668623;"swd"
"5398";1006344202;"15-173-20862";37,6471259;-97,2443774;"swd"
"5399";1006344204;"15-173-20900";37,4969;-97,5690951;"swd"
"5400";1006344225;"15-175-21465";37,2979064;-100,9520843;"swd"
"5401";1006344271;"15-191-22330";37,07765;-97,39813;"swd"
"5402";1006344488;"15-065-03473";39,2769526;-99,6853016;"swd"
"5403";1006399386;"15-009-01032-0001";38,6081385;-98,5200284;"swd"
"5404";1006440291;"15-051-21942";38,8251472;-99,2335101;"swd"
"5405";1006453685;"15-113-00054-0001";38,4938365;-97,7043908;"swd"
"5406";1006455911;"15-185-20154";38,215884;-98,7096617;"swd"
"5407";1006471000;"15-167-71533";38,8074075;-98,7040519;"swd"
"5408";1006482538;"15-033-21027";37,2882799;-99,3880185;"swd"
"5409";1006512988;"15-009-15198";38,6497389;-98,5848017;"swd"
"5410";1006513138;"15-009-19069-0001";38,69083;-98,81523;"swd"
"5411";1006513155;"15-009-05471";38,5925921;-98,5085065;"swd"
"5412";1006513171;"15-009-72471";38,5227439;-98,4903976;"swd"
"5413";1006513187;"15-009-00587-0001";38,4643315;-98,7917356;"swd"
"5414";1006513272;"15-009-70973-0001";38,6640497;-98,6058497;"swd"
"5415";1006513302;"15-015-70871";37,9843248;-97,0567968;"swd"
"5417";1006513403;"15-039-00515";39,8952787;-100,4098112;"swd"
"5418";1006513468;"15-051-03679";39,0935065;-99,1715047;"swd"
"5419";1006513471;"15-051-03582";39,0859015;-99,2350633;"swd"
"5420";1006513485;"15-051-70112";39,0518708;-99,1889313;NA
"5421";1006513494;"15-051-71085";39,0963334;-99,309791;"swd"
"5422";1006513524;"15-051-03925";38,7921656;-99,3126006;"swd"
"5423";1006513525;"15-051-73807";38,8425847;-99,4484969;"swd"
"5424";1006513528;"15-051-03805";38,811849;-99,4279718;"swd"
"5425";1006513530;"15-051-90381";38,8570974;-99,5113631;"swd"
