"";"KID";"API_NUMBER";"LATITUDE";"LONGITUDE";"well_type"
"9966";1033973112;"15-083-10103-0001";38,1188098;-99,7179242;"swd"
"9967";1033973114;"15-083-10254-0001";38,1221922;-99,7315045;"swd"
"9968";1033973118;"15-083-10314-0002";38,1293787;-99,7315495;"swd"
"9969";1033973120;"15-083-21515";38,1926229;-99,8509237;"swd"
"9970";1033973160;"15-099-23848";37,1519577;-95,3942547;"swd"
"9971";1033973176;"15-101-21911";38,5722629;-100,4410236;"swd"
"9972";1033973186;"15-109-20762";38,9424901;-100,8577267;"swd"
"9973";1033973190;"15-113-01615-0001";38,57187;-97,68216;"swd"
"9974";1033973218;"15-115-19112-0002";38,40705;-97,15197;"swd"
"9976";1033973360;"15-121-01270";38,5872444;-94,9390813;"swd"
"9977";1033973468;"15-125-30002-0001";37,1513964;-95,5601906;"swd"
"9978";1033973506;"15-125-30946";37,1107659;-95,7953599;"swd"
"9979";1033973522;"15-125-30954";37,34168;-95,8377779;"swd"
"9980";1033973582;"15-125-30984";37,3704003;-95,7565574;"swd"
"9981";1033973712;"15-133-26542";37,6039566;-95,4799376;"swd"
"9982";1033973714;"15-133-26543";37,5988342;-95,4161785;"swd"
"9983";1033973810;"15-151-20448-0001";37,7055518;-98,7763871;"swd"
"9984";1033973844;"15-163-02652-0001";39,3263589;-99,1001068;"swd"
"9985";1033973848;"15-163-02778-0001";39,2843026;-99,1684262;"swd"
"9986";1033973852;"15-163-02979-0001";39,358867;-99,1425168;"swd"
"9987";1033973854;"15-163-02981-0001";39,3874194;-99,2409829;"swd"
"9988";1033973858;"15-163-03131-0001";39,2897403;-99,1660694;"swd"
"9989";1033973862;"15-163-03161-0001";39,3228138;-99,1106859;"swd"
"9990";1033973884;"15-163-19236-0001";39,195659;-99,6001871;"swd"
"9991";1033973918;"15-163-19246";39,2915524;-99,1636923;"swd"
"9992";1033973920;"15-163-19246-0001";39,2915524;-99,1636923;"swd"
"9993";1033973938;"15-163-19253";39,3263589;-99,1001068;"swd"
"9994";1033973946;"15-163-20081-0001";39,2223337;-99,4968832;"swd"
"9995";1033973948;"15-163-20124-0001";39,3573792;-99,4003188;"swd"
"9996";1033973956;"15-163-21621-0001";39,3911199;-99,2296838;"swd"
"9997";1033973958;"15-163-21621-0002";39,3908975;-99,2296704;"swd"
"9998";1033973960;"15-163-22229-0001";39,385616;-99,2461244;"swd"
"9999";1033973962;"15-163-22230-0001";39,38525;-99,24427;"swd"
"10000";1033973964;"15-163-22401-0001";39,27872;-99,18758;"swd"
"10001";1033973974;"15-163-23518";39,1970177;-99,5411766;"swd"
"10002";1033973984;"15-165-21512-0001";38,6867467;-99,1535931;"swd"
"10003";1033974010;"15-167-20904-0001";38,726939;-98,5906891;"swd"
"10004";1033974038;"15-171-20618";38,5737432;-100,7036945;"swd"
"10005";1033974106;"15-179-20648-0001";39,4758171;-100,2935129;"swd"
"10006";1033974182;"15-195-00117-0001";38,7119777;-99,765466;"swd"
"10007";1033974184;"15-195-00490-0001";38,942628;-99,6862102;"swd"
"10008";1033974186;"15-195-00713-0001";39,126807;-99,5950584;"swd"
"10009";1033974194;"15-195-01537-0001";38,7815868;-99,6170925;"swd"
"10011";1033974224;"15-195-30019-0001";38,8949904;-99,6239564;"swd"
"10012";1033974280;"15-205-26358";37,4177255;-95,6584499;"swd"
"10013";1033974376;"15-207-19647";38,0349806;-95,8748824;"swd"
"10014";1033974378;"15-207-19647-0001";38,0349806;-95,8748824;"swd"
"10015";1033974469;"15-035-00771-0001";37,1298749;-96,5532834;"swd"
"10016";1033974473;"15-035-21247-0001";37,1048265;-97,1197111;"swd"
"10017";1033974799;"15-035-20220-0001";37,0608;-97,13581;"swd"
"10018";1033977969;"15-035-00261-0001";37,093317;-96,9671843;"swd"
"10019";1033978010;"15-035-00635-0001";37,0638819;-96,9077698;"swd"
"10020";1033978012;"15-035-90832";37,0445826;-96,8733068;"swd"
"10021";1033978013;"15-035-01750-0001";37,0895291;-96,7241613;"swd"
"10023";1033978322;"15-015-90942";37,5245441;-96,6250851;"swd"
"10024";1034047333;"15-035-90498";37,0165662;-97,1429273;"swd"
"10025";1034047336;"15-035-00383-0001";37,0336582;-96,9960949;"swd"
"10026";1034047515;"15-035-90608";37,0365822;-96,6122094;"swd"
"10027";1034047528;"15-035-01772-0001";37,0067727;-96,6796405;"swd"
"10028";1034047535;"15-015-20932-0001";37,8912616;-97,0545282;"swd"
"10029";1034047630;"15-015-91107";37,90548;-96,86354;"swd"
"10031";1034394948;"15-015-20140-0001";37,81481;-97,09484;"swd"
"10032";1034462269;"15-015-20860-0001";37,78978;-96,93504;"swd"
"10033";1034465107;"15-035-90501";37,2522647;-96,9103257;"swd"
"10034";1034465147;"15-163-01151-0002";39,1734692;-99,494302;"swd"
"10036";1034466558;"15-015-22728-0001";37,8237283;-96,9148893;"swd"
"10037";1034468754;"15-009-01038-0001";38,605944;-98,8126466;"swd"
"10038";1034468756;"15-009-01662-0001";38,5949981;-98,8287849;"swd"
"10039";1034468760;"15-009-03308-0001";38,6549172;-98,6241761;"swd"
"10040";1034468764;"15-009-14155-0001";38,3573589;-98,4810537;"swd"
"10041";1034468766;"15-009-14155-0002";38,3565185;-98,4810283;"swd"
"10042";1034468776;"15-009-23311-0001";38,5159368;-98,8689827;"swd"
"10043";1034468780;"15-009-24527-0001";38,5769881;-98,7349059;"swd"
"10044";1034468838;"15-015-00922-0001";37,920407;-97,0225767;"swd"
"10045";1034468842;"15-015-23524-0001";37,852;-96,87414;"swd"
"10046";1034468920;"15-033-21002-0001";37,1317521;-99,016916;"swd"
"10047";1034468928;"15-035-01013-0001";37,1695673;-96,7229801;"swd"
"10048";1034468966;"15-035-24241";37,014457;-96,9647782;"swd"
"10049";1034469000;"15-039-20969";39,660912;-100,6481865;"swd"
"10050";1034469018;"15-047-21253-0001";37,9917936;-99,3432757;"swd"
"10051";1034469028;"15-051-02400-0001";39,0441766;-99,2446803;"swd"
"10052";1034469030;"15-051-02879-0001";38,8861487;-99,4968023;"swd"
"10053";1034469034;"15-051-02979-0001";38,8702678;-99,2320787;"swd"
"10054";1034469036;"15-051-03911-0001";38,8647062;-99,2330899;"swd"
"10055";1034469042;"15-051-05196-0001";38,7394964;-99,290416;"swd"
"10056";1034469044;"15-051-05915-0001";39,07353;-99,19381;"swd"
"10057";1034469046;"15-051-06609-0001";39,0342269;-99,2470394;"swd"
"10058";1034469048;"15-051-06733-0001";38,9555385;-99,2157491;"swd"
"10059";1034469064;"15-051-24481-0001";38,8335668;-99,2667382;"swd"
"10060";1034469076;"15-051-30008-0001";38,7340613;-99,2858615;"swd"
"10061";1034469080;"15-051-30414-0001";38,8360481;-99,565598;"swd"
"10062";1034469082;"15-051-30664-0001";38,7358743;-99,2858369;"swd"
"10063";1034469088;"15-053-01223-0001";38,7087684;-98,4449006;"swd"
"10064";1034469100;"15-055-21912";38,0695755;-100,9579468;"swd"
"10065";1034469292;"15-059-19634";38,680399;-95,0711156;"swd"
"10066";1034469630;"15-063-21492-0002";38,7995364;-100,5012414;"swd"
"10067";1034469638;"15-065-19096";39,3109546;-100,0352908;"swd"
"10068";1034469642;"15-065-22944-0001";39,3673838;-99,8840297;"swd"
"10069";1034469674;"15-069-20279-0001";37,5711652;-100,5997872;"swd"
"10070";1034469676;"15-069-20279-0002";37,5711652;-100,5997872;"swd"
"10071";1034469702;"15-073-23235-0001";37,6102449;-96,2224026;"swd"
"10072";1034469706;"15-073-23438-0001";37,6111564;-96,2203748;"swd"
"10073";1034469756;"15-093-21782";38,0173993;-101,3134226;"swd"
"10074";1034469760;"15-095-20284-0002";37,685297;-97,8222065;"swd"
"10075";1034469778;"15-095-30011-0001";37,44856;-98,0336;"swd"
"10076";1034469782;"15-097-21368-0001";37,6362408;-99,2053985;"swd"
"10077";1034469804;"15-099-23860";37,3547839;-95,5027499;"swd"
"10078";1034469806;"15-099-23861";37,308934;-95,4835836;"swd"
"10079";1034469890;"15-099-23903";37,154379;-95,3921168;"swd"
"10080";1034469920;"15-113-21149-0001";38,2360002;-97,6482797;"swd"
"10082";1034469930;"15-115-20767-0001";38,1829794;-96,9604744;"swd"
"10083";1034470236;"15-121-01432";38,6064737;-94,8102408;"swd"
"10084";1034470368;"15-127-00021-0001";38,71639;-96,37036;"swd"
"10086";1034470380;"15-129-21654-0001";37,1975476;-101,5574581;"swd"
"10087";1034470392;"15-133-26570";37,5200626;-95,3254465;"swd"
"10088";1034470412;"15-133-26580";37,4524448;-95,3239897;"swd"
"10089";1034470448;"15-135-20191-0001";38,3290923;-99,6334809;"swd"
"10090";1034470504;"15-155-00420-0002";38,1500532;-98,176544;"swd"
"10091";1034470506;"15-155-00420-0003";38,15012;-98,17684;"swd"
"10092";1034470530;"15-159-03070-0001";38,37059;-98,33619;"swd"
"10093";1034470532;"15-159-03919-0001";38,32683;-98,36222;"swd"
"10094";1034470536;"15-159-05193-0001";38,2641239;-98,1382072;"swd"
"10095";1034470556;"15-159-19183";38,35214;-98,3730147;"swd"
"10096";1034470558;"15-159-19183-0001";38,35215;-98,37302;"swd"
"10097";1034470560;"15-159-20965-0001";38,41669;-98,00061;"swd"
"10098";1034470600;"15-163-21262-0001";39,21143;-99,51117;"swd"
"10099";1034470602;"15-163-22297-0001";39,3443929;-99,2494169;"swd"
"10100";1034470606;"15-163-22877-0002";39,1861695;-99,4993022;"swd"
"10101";1034470608;"15-163-23481-0001";39,1345014;-99,5086583;"swd"
"10102";1034470644;"15-167-19194-0001";38,854322;-98,9910849;"swd"
"10103";1034470648;"15-167-19195-0001";38,8044765;-98,9483915;"swd"
"10105";1034470698;"15-173-20833-0001";37,8079154;-97,1647202;"swd"
"10106";1034470704;"15-175-22037";37,3352165;-100,6503607;"swd"
"10107";1034470760;"15-185-11782-0001";38,21246;-98,66177;"swd"
"10108";1034470786;"15-189-00027-0001";37,3238652;-101,1106353;"swd"
"10109";1034470796;"15-191-01006-0001";37,15252;-97,22034;"swd"
"10110";1034470816;"15-191-20154-0001";37,2655518;-97,6985937;"swd"
"10111";1034470822;"15-191-21580-0001";37,05835;-97,21879;"swd"
"10112";1034470826;"15-191-22341-0001";37,2398238;-97,7078035;"swd"
"10113";1034470828;"15-191-22341-0002";37,2398238;-97,7078035;"swd"
"10114";1034470830;"15-191-22441-0001";37,3328294;-97,6216466;"swd"
"10115";1034470842;"15-195-00365-0002";39,0598739;-99,6125162;"swd"
"10116";1034470846;"15-195-00967-0001";39,1249401;-99,6232368;"swd"
"10117";1034470848;"15-195-01073-0001";38,7879631;-99,613494;"swd"
"10118";1034470850;"15-195-01128-0001";38,9929868;-99,6575027;"swd"
"10119";1034470852;"15-195-01219-0001";39,117923;-99,8822528;"swd"
"10120";1034470854;"15-195-01346-0001";39,1275154;-99,6344495;"swd"
"10121";1034470858;"15-195-01394-0001";38,9715781;-99,7228188;"swd"
"10122";1034470860;"15-195-01429-0002";38,9781634;-99,6252566;"swd"
"10123";1034470862;"15-195-01434-0001";38,9709484;-99,6288744;"swd"
"10124";1034470870;"15-195-20071-0002";38,785017;-99,6312852;"swd"
"10125";1034470872;"15-195-20579-0001";38,9394853;-99,6517754;"swd"
"10126";1034470876;"15-195-22336";38,8928417;-99,674349;"swd"
"10127";1034470902;"15-195-30004-0001";39,0019324;-99,6528016;"swd"
"10128";1034470904;"15-195-30119-0001";38,832655;-99,6721612;"swd"
"10129";1034470986;"15-205-26435";37,5599767;-95,9157402;"swd"
"10130";1034471010;"15-205-26447";37,4502369;-95,6953392;"swd"
"10131";1034471112;"15-207-27001";37,7547154;-95,542389;"swd"
"10132";1034471139;"15-077-21090-0001";37,24438;-98,246252;"swd"
"10133";1034471328;"15-127-00195-0001";38,720143;-96,370253;"swd"
"10134";1034471460;"15-155-01486-0001";38,070224;-97,7234754;"swd"
"10135";1034471487;"15-191-22341";37,2398238;-97,7078035;"swd"
"10136";1034471571;"15-015-01028-0001";37,7935533;-96,9236127;"swd"
"10137";1034471766;"15-195-20012";38,8353741;-99,6721297;"swd"
"10138";1034471807;"15-015-30083-0001";37,76363;-96,92216;"swd"
"10139";1034472188;"15-167-04267-0001";38,7067585;-98,5514786;"swd"
"10140";1034472245;"15-159-21423-0001";38,3349298;-98,3318734;"swd"
"10142";1034472315;"15-015-00079-0001";37,74799;-96,84055;"swd"
"10143";1034476699;"15-009-14177-0001";38,6514373;-98,7876457;"swd"
"10144";1034511840;"15-015-90735";37,7683577;-96,635918;"swd"
"10145";1034511843;"15-015-90770";37,7619984;-96,648435;"swd"
"10146";1034511844;"15-015-90807";37,761092;-96,6449959;"swd"
"10148";1034568241;"15-009-75027";38,4087963;-98,975716;"swd"
"10150";1034569458;"15-193-20351-0001";39,1416374;-100,7475239;"swd"
"10151";1034570838;"15-001-29399";37,9788821;-95,3459053;"swd"
"10152";1034570952;"15-007-22662-0001";37,1595925;-98,9740797;"swd"
"10153";1034571004;"15-009-21260-0002";38,6758179;-98,5309489;"swd"
"10154";1034571006;"15-009-23186-0001";38,6098065;-98,7996766;"swd"
"10155";1034571046;"15-015-19135";38,0563703;-97,0177779;"swd"
"10156";1034571048;"15-015-19135-0001";38,05636;-97,01779;"swd"
"10157";1034571050;"15-015-21859-0001";37,64793;-96,62782;"swd"
"10158";1034571104;"15-027-20038";39,27844;-96,96875;"swd"
"10159";1034571150;"15-033-21469";37,2661324;-99,528044;"swd"
"10160";1034571176;"15-035-19259";37,4159263;-96,9558816;"swd"
"10161";1034571194;"15-035-24166-0001";37,12613;-96,5284;"swd"
"10162";1034571296;"15-051-00716-0001";38,8413246;-99,1869366;"swd"
"10163";1034571298;"15-051-00716-0002";38,8413081;-99,1869896;"swd"
"10164";1034571300;"15-051-03817-0001";38,7701535;-99,3618854;"swd"
"10165";1034571308;"15-051-20463-0001";38,8494765;-99,2063128;"swd"
"10166";1034571332;"15-051-25515";39,0773328;-99,2678132;"swd"
"10167";1034571354;"15-053-20064-0002";38,64233;-98,41454;"swd"
"10168";1034571376;"15-059-19672-0001";38,6140812;-95,123419;"swd"
"10169";1034571538;"15-065-01142-0002";39,3283336;-99,9741326;"swd"
"10170";1034571540;"15-065-01511-0001";39,2208318;-99,6364284;"swd"
"10171";1034571596;"15-081-21431-0001";37,6601437;-101,0782191;"swd"
"10172";1034571608;"15-083-01006-0001";38,0634602;-99,9547696;"swd"
"10173";1034571638;"15-095-21297-0001";37,59813;-97,96129;"swd"
"10174";1034571640;"15-095-22032";37,58732;-98,17792;"swd"
"10175";1034571652;"15-099-22073-0001";37,0458821;-95,5144843;"swd"
"10179";1034571700;"15-099-23928";37,1254105;-95,4107918;NA
"10180";1034571702;"15-099-23929";37,1218079;-95,4060594;NA
"10185";1034571732;"15-101-00076-0001";38,6053968;-100,3058581;"swd"
"10186";1034571746;"15-113-19236";38,40673;-97,4606;"swd"
"10187";1034571748;"15-113-19236-0001";38,40673;-97,4606;"swd"
"10188";1034571752;"15-113-20452-0001";38,42664;-97,48063;"swd"
"10189";1034571754;"15-113-30033-0001";38,3597598;-97,5244682;"swd"
"10190";1034571756;"15-115-19112-0001";38,4070802;-97,1516534;"swd"
"10191";1034572090;"15-125-22311-0001";37,0288692;-95,5245935;"swd"
"10192";1034572224;"15-135-19029-0001";38,5250725;-100,2172183;"swd"
"10193";1034572226;"15-135-20282-0001";38,4271917;-100,0423403;"swd"
"10194";1034572248;"15-145-20364-0001";38,19237;-99,23054;"swd"
"10195";1034572270;"15-159-04346-0001";38,2514078;-97,9646024;"swd"
"10196";1034572286;"15-163-01146-0002";39,2078096;-99,5153714;"swd"
"10197";1034572322;"15-167-07654-0001";38,6996168;-98,7746951;"swd"
"10198";1034572354;"15-173-19014-0001";37,87463;-97,32567;"swd"
"10199";1034572396;"15-185-19082-0001";37,888143;-98,9638032;"swd"
"10200";1034572398;"15-185-19082-0002";37,88819;-98,96321;"swd"
"10201";1034572402;"15-185-20916-0001";38,1703662;-98,6216998;"swd"
"10202";1034572416;"15-187-21075";37,6793029;-101,5994576;"swd"
"10203";1034572418;"15-187-21076";37,4181086;-101,6079732;"swd"
"10204";1034572448;"15-191-00418-0001";37,1489;-97,2295;"swd"
"10205";1034572456;"15-191-21268-0001";37,07054;-97,22131;"swd"
"10206";1034572472;"15-195-00933-0002";38,8117777;-99,6504132;"swd"
"10207";1034572476;"15-195-19017-0001";39,1260378;-99,654724;"swd"
"10208";1034572480;"15-195-20089-0001";38,8078697;-99,643496;"swd"
"10209";1034572482;"15-195-20131-0001";38,8350109;-99,7405807;"swd"
"10210";1034572484;"15-195-20308-0001";38,8154354;-99,7691638;"swd"
"10211";1034572490;"15-195-21868-0001";39,0208969;-99,6998205;"swd"
"10212";1034572508;"15-195-22357";39,1220992;-99,6438748;"swd"
"10213";1034572544;"15-205-26492";37,3953304;-95,8878561;"swd"
"10214";1034572552;"15-205-26496";37,5448063;-95,6423023;"swd"
"10215";1034572632;"15-205-26536";37,5239974;-95,7069773;"swd"
"10216";1034572696;"15-205-26568";37,6338492;-95,7968317;"swd"
"10217";1034572706;"15-205-26573";37,4946389;-95,9063693;"swd"
"10218";1034572738;"15-207-19659";38,0377957;-95,9479348;"swd"
"10219";1034572776;"15-207-19678";38,0203171;-95,9254307;"swd"
"10220";1034572796;"15-207-19688";38,0285408;-95,9188142;"swd"
"10221";1034572850;"15-207-19716";38,0115444;-95,8277249;"swd"
"10222";1034572906;"15-207-19751";38,0126029;-95,8876781;"swd"
"10223";1034573026;"15-207-19818";38,0042061;-95,836034;"swd"
"10224";1034573090;"15-207-19847";38,0347466;-95,6836408;"swd"
"10225";1034573260;"15-015-21236-0001";37,67409;-96,99866;"swd"
"10226";1034647533;"15-015-20223-0001";37,6611563;-96,8706696;"swd"
"10227";1034647554;"15-083-00180-0001";38,063411;-99,9547285;"swd"
"10228";1034741149;"15-015-22663-0001";37,71928;-96,80394;"swd"
"10229";1034776206;"15-015-90957";37,6920639;-96,8047177;"swd"
"10230";1034869557;"15-007-23024";37,2117746;-98,4223453;"swd"
"10231";1034869567;"15-009-01044-0001";38,3183045;-99,021653;"swd"
"10232";1034869639;"15-015-22604-0001";37,77907;-96,89666;"swd"
"10233";1034869645;"15-017-00012-0001";38,4853398;-96,7180684;"swd"
"10234";1034869655;"15-019-20145-0001";37,093629;-95,9655138;"swd"
"10235";1034869657;"15-019-21240-0001";37,2347629;-96,316234;"swd"
"10236";1034869689;"15-019-26738";37,1373335;-96,2609333;"swd"
"10237";1034869693;"15-023-20682";39,6612545;-102,0146262;"swd"
"10238";1034869717;"15-031-19051";38,0409088;-95,9393025;"swd"
"10239";1034869743;"15-035-19262";37,25756;-96,83737;"swd"
"10240";1034869745;"15-035-20074-0001";37,08005;-96,6945;"swd"
"10241";1034869753;"15-035-22945-0001";37,28505;-96,9403;"swd"
"10242";1034869796;"15-041-20082-0001";38,62108;-96,98447;"swd"
"10243";1034869814;"15-049-22443";37,3535972;-96,3504938;"swd"
"10244";1034869818;"15-051-02232-0001";39,0801445;-99,2578751;"swd"
"10245";1034869820;"15-051-02232-0002";39,0801409;-99,2584049;"swd"
"10246";1034869994;"15-071-20757-0001";38,4675824;-101,680161;"swd"
"10247";1034870046;"15-081-20902-0001";37,6893844;-100,7569006;"swd"
"10248";1034870114;"15-099-23953";37,3029534;-95,5185388;"swd"
"10249";1034870174;"15-101-00076-0002";38,6053968;-100,3058581;"swd"
"10250";1034870194;"15-103-21114-0001";39,3569138;-95,0984843;"swd"
"10251";1034870202;"15-113-01555-0001";38,38863;-97,50602;"swd"
"10252";1034870208;"15-113-20390-0001";38,31991;-97,48632;"swd"
"10253";1034870212;"15-113-21303";38,54548;-97,41506;"swd"
"10254";1034870220;"15-115-20588-0001";38,17199;-97,14502;"swd"
"10255";1034870356;"15-125-24409-0001";37,187419;-95,6062318;"swd"
"10256";1034870484;"15-125-31113";37,3636406;-95,8551716;"swd"
"10257";1034870488;"15-127-00179-0002";38,72;-96,37953;"swd"
"10258";1034870490;"15-127-19005-0001";38,658815;-96,3681008;"swd"
"10259";1034870530;"15-135-24308-0001";38,6398485;-99,8506333;"swd"
"10260";1034870550;"15-145-20269-0001";38,307464;-99,5587353;"swd"
"10261";1034870576;"15-155-21485-0002";38,0634902;-98,4167101;"swd"
"10262";1034870582;"15-159-00397-0001";38,37599;-98,22137;"swd"
"10263";1034870588;"15-159-21200-0001";38,40669;-98,3093;"swd"
"10264";1034870590;"15-159-22019-0001";38,2455447;-98,0655012;"swd"
"10265";1034870602;"15-163-00271-0002";39,3257383;-99,2191733;"swd"
"10266";1034870608;"15-163-02242-0001";39,2698608;-99,424412;"swd"
"10267";1034870610;"15-163-03351-0001";39,3007894;-99,3616277;"swd"
"10268";1034870630;"15-165-20691-0001";38,6807705;-99,2708655;"swd"
"10269";1034870634;"15-165-20911-0001";38,661035;-99,4986894;"swd"
"10270";1034870670;"15-167-23359";38,6985777;-98,8806849;"swd"
"10271";1034870720;"15-171-20629";38,4591311;-100,7750954;"swd"
"10272";1034870736;"15-173-01037-0001";37,4890197;-97,4246301;"swd"
"10273";1034870754;"15-175-21820-0001";37,13224;-100,84535;"swd"
"10274";1034870798;"15-185-22252-0002";37,8832038;-98,5828472;"swd"
"10275";1034870818;"15-187-00306-0001";37,4219397;-101,9847978;"swd"
"10276";1034870820;"15-187-21077";37,4367377;-101,7468709;"swd"
"10277";1034870846;"15-189-22524";37,0138666;-101,070633;"swd"
"10278";1034870866;"15-189-22534";37,1081844;-101,0940919;NA
"10279";1034870930;"15-205-26591";37,4440918;-95,7781183;"swd"
"10280";1034871038;"15-205-26645";37,4209455;-95,73014;"swd"
"10281";1034871270;"15-207-01072";37,9637027;-95,9204711;"swd"
"10282";1034871410;"15-207-01146";37,9893338;-95,6172693;"swd"
"10283";1034873120;"15-165-21002-0001";38,6610457;-99,4894585;"swd"
"10284";1034873484;"15-015-90863";37,6881267;-96,6413207;"swd"
"10285";1034874147;"15-073-91331";37,6504708;-96,4856236;"swd"
"10286";1034874601;"15-015-21450-0001";37,6403059;-96,9770314;"swd"
"10287";1034876514;"15-015-30116-0001";37,6121397;-97,0103264;"swd"
"10288";1034877000;"15-015-90710";37,5986236;-97,031685;"swd"
"10289";1034877001;"15-015-90859";37,602221;-97,0297589;"swd"
"10290";1034877314;"15-173-20771-0001";37,8891;-97,19238;"swd"
"10291";1034878123;"15-015-30105-0001";37,5948311;-96,9680838;"swd"
"10292";1034878137;"15-055-20009-0001";37,85979;-101,10104;"swd"
"10293";1034878214;"15-015-00034-0001";37,612493;-96,8628671;"swd"
"10294";1034910272;"15-195-00933-0001";38,8117418;-99,650405;"swd"
"10295";1034966112;"15-073-00593-0001";37,6948238;-96,4693296;"swd"
"10296";1034966272;"15-073-91231";37,6421737;-96,4992552;"swd"
"10297";1034966313;"15-015-01019-0001";37,5970862;-96,5284906;"swd"
"10298";1034966353;"15-015-30253-0001";37,4757811;-97,0254762;"swd"
"10299";1034966414;"15-015-00365-0001";37,5549721;-96,9294673;"swd"
"10300";1034966473;"15-015-90972";37,4869804;-96,8347551;"swd"
"10301";1034966658;"15-015-20435-0001";37,5319113;-96,8107088;"swd"
"10302";1034966674;"15-015-22024-0001";37,5071806;-96,7664985;"swd"
"10303";1034966676;"15-015-00148-0001";37,4841599;-96,7985847;"swd"
"10304";1034966852;"15-015-91017";37,4791265;-96,5377824;"swd"
"10305";1034967160;"15-051-01675-0001";39,1130777;-99,2565871;"swd"
"10306";1034967216;"15-167-70605";39,0224761;-99,0119935;"swd"
"10307";1034967442;"15-073-91261";37,6353914;-96,2182373;"swd"
"10308";1034967449;"15-073-91239";38,0138785;-96,3040413;"swd"
"10309";1034967455;"15-073-91282";37,7809694;-96,3693333;"swd"
"10310";1034967456;"15-073-91345";38,0138408;-96,4037294;"swd"
"10311";1034967457;"15-073-90556";37,8324203;-96,278244;"swd"
"10312";1034967462;"15-073-70356";38,1170788;-96,0495263;"swd"
"10313";1034967503;"15-073-91173";37,8105304;-96,3042004;"swd"
"10314";1034967513;"15-073-70044";37,8472825;-96,4631268;"swd"
"10315";1034967529;"15-073-91174";38,1383486;-96,1689064;"swd"
"10316";1034968321;"15-009-14585-0001";38,3173479;-98,555714;"swd"
"10317";1034968327;"15-009-19095";38,5076556;-98,8402109;"swd"
"10318";1034968329;"15-009-19095-0001";38,5077269;-98,8402734;"swd"
"10319";1034968333;"15-009-22729-0001";38,2854862;-98,6924868;"swd"
"10320";1034968335;"15-009-24796-0001";38,2891755;-98,8862977;"swd"
"10321";1034968361;"15-009-30677-0001";38,2637774;-98,6393305;"swd"
"10322";1034968431;"15-031-19052-0001";38,2442495;-95,9317049;"swd"
"10323";1034968445;"15-031-22228";38,3624739;-95,6434787;"swd"
"10324";1034968451;"15-035-00067-0002";37,2536;-97,11281;"swd"
"10325";1034968475;"15-035-22571-0001";37,1629558;-96,6131037;"swd"
"10326";1034968541;"15-047-21524";37,7844503;-99,4172279;"swd"
"10327";1034968577;"15-051-03519-0001";39,0566288;-99,3920336;"swd"
"10328";1034968601;"15-051-25547";38,8092969;-99,514169;"swd"
"10329";1034968853;"15-065-20446-0001";39,3895379;-99,7130637;"swd"
"10331";1034968917;"15-073-19500";37,8729152;-96,4427138;"swd"
"10332";1034968919;"15-073-19500-0001";37,8729152;-96,4427138;"swd"
"10333";1034968997;"15-087-20088-0001";39,2070066;-95,24278;"swd"
"10334";1034969087;"15-095-22043";37,4862236;-98,0145687;"swd"
"10335";1034969093;"15-097-20089-0001";37,45216;-99,41275;"swd"
"10336";1034969189;"15-113-01642-0001";38,37425;-97,91673;"swd"
"10337";1034969207;"15-113-04518-0001";38,22179;-97,44569;"swd"
"10338";1034969211;"15-113-19208-0001";38,33517;-97,62392;"swd"
"10339";1034969213;"15-113-19237";38,25819;-97,6516;"swd"
"10340";1034969225;"15-115-01004-0001";38,11686;-97,05271;"swd"
"10341";1034969229;"15-115-19110-0001";38,2282193;-97,1417319;"swd"
"10342";1034969231;"15-115-19115";38,233374;-97,125483;"swd"
"10343";1034969233;"15-115-21159-0001";38,17943;-96,96642;"swd"
"10344";1034969444;"15-121-01708";38,4116001;-94,710359;"swd"
"10345";1034969568;"15-125-01270";37,0441245;-95,854929;"swd"
"10346";1034969570;"15-125-01270-0001";37,0441245;-95,854929;"swd"
"10347";1034969592;"15-125-30872-0001";37,0267072;-95,5341612;"swd"
"10348";1034969656;"15-127-00190-0001";38,73257;-96,36357;"swd"
"10350";1034969744;"15-137-20203-0001";39,6809428;-99,7887515;"swd"
"10351";1034969750;"15-145-21543";38,0386348;-99,0779667;"swd"
"10352";1034969764;"15-151-30116-0001";37,7463216;-98,5022791;"swd"
"10353";1034969786;"15-163-02685-0001";39,248157;-99,3293173;"swd"
"10354";1034969820;"15-167-06307-0001";39,0719872;-99,0066289;"swd"
"10355";1034969852;"15-169-19017";38,76346;-97,58673;"swd"
"10356";1034969856;"15-171-20637";38,4105283;-100,7505238;"swd"
"10357";1034969860;"15-173-01026-0001";37,8014346;-97,3812157;"swd"
"10358";1034969902;"15-173-20713-0001";37,7996023;-97,3795467;"swd"
"10359";1034969944;"15-185-19083-0001";37,9408405;-98,9046075;"swd"
"10360";1034969946;"15-185-19083-0002";37,9409233;-98,904494;"swd"
"10361";1034969948;"15-185-19084";38,2131167;-98,7535047;"swd"
"10362";1034969976;"15-195-00037-0001";39,0968399;-99,6115794;"swd"
"10363";1034969980;"15-195-00082-0001";38,9293971;-99,604891;"swd"
"10364";1034969988;"15-195-00990-0001";38,932155;-99,609667;"swd"
"10365";1034969990;"15-195-20093-0001";39,0457338;-99,6587877;"swd"
"10366";1034969994;"15-195-20473-0001";39,096282;-99,7993625;"swd"
"10367";1034969996;"15-195-20487";38,986573;-99,6028518;"swd"
